jamb_score,study_hours_per_week,attendance_rate,teacher_quality,distance_to_school,school_type,school_location,extra_tutorials,access_to_learning_materials,parent_involvement,it_knowledge,age,gender,socioeconomic_status,parent_education_level,assignments_completed
213,23,70,2,5.9,Public,Urban,Yes,Yes,High,Medium,16,Female,Low,Tertiary,2
240,26,85,1,15.3,Public,Rural,No,Yes,Medium,Low,18,Female,Medium,Primary,1
127,7,85,2,19.9,Private,Rural,Yes,No,High,Low,16,Male,Low,Primary,1
162,40,76,2,5.9,Public,Urban,Yes,Yes,Medium,Low,18,Female,Low,Unknown,5
102,1,85,1,16.3,Public,Urban,Yes,Yes,Medium,Low,19,Male,Low,Unknown,1
196,10,83,3,18.3,Public,Urban,No,Yes,Low,Medium,15,Female,Low,Secondary,1
198,33,97,2,4.5,Public,Urban,No,No,Low,Low,15,Male,Low,Primary,3
222,30,100,3,14.7,Private,Rural,Yes,Yes,High,High,15,Female,Low,Secondary,3
149,8,77,3,14.2,Public,Urban,Yes,No,Low,Low,20,Female,Medium,Primary,1
204,28,87,4,0.0,Public,Urban,Yes,Yes,Low,Low,20,Female,Medium,Tertiary,3
111,28,82,3,19.2,Private,Urban,No,No,Medium,Low,19,Female,Medium,Secondary,2
123,15,87,1,17.0,Public,Urban,No,Yes,Medium,Low,21,Female,High,Tertiary,1
140,40,82,3,12.7,Private,Rural,No,No,Low,Low,18,Female,Low,Unknown,3
184,5,87,3,11.1,Public,Rural,No,No,High,Medium,19,Female,High,Secondary,1
108,20,78,1,15.3,Public,Urban,Yes,No,Medium,Medium,15,Male,Low,Primary,2
147,28,84,3,16.2,Public,Rural,No,No,High,Low,15,Female,Low,Unknown,4
181,28,97,4,2.2,Public,Rural,Yes,Yes,Medium,Medium,21,Female,Medium,Secondary,2
219,21,93,3,8.2,Public,Urban,Yes,No,Medium,Low,15,Female,Medium,Primary,2
101,11,86,1,7.8,Public,Rural,No,Yes,Low,Low,18,Female,Low,Secondary,1
102,18,87,2,11.5,Private,Urban,Yes,Yes,Low,Low,18,Female,Medium,Secondary,2
126,23,80,1,9.0,Private,Rural,Yes,No,Low,High,16,Female,Low,Unknown,2
239,30,91,4,4.5,Public,Rural,Yes,Yes,Low,High,21,Female,High,Primary,3
191,30,75,3,14.9,Private,Urban,Yes,Yes,High,High,16,Female,High,Tertiary,3
207,13,98,3,8.3,Private,Rural,No,Yes,High,Low,21,Male,Low,Unknown,1
147,15,56,2,6.7,Public,Urban,No,Yes,Medium,Medium,17,Female,Medium,Secondary,1
203,13,85,2,1.8,Public,Urban,No,Yes,Low,Low,18,Male,High,Secondary,2
118,11,92,2,0.6,Private,Urban,No,Yes,Low,Medium,19,Male,High,Tertiary,1
111,24,67,1,10.3,Public,Rural,Yes,Yes,Low,Low,18,Male,Medium,Secondary,1
115,16,84,1,4.8,Public,Urban,Yes,Yes,High,Low,16,Male,Low,Unknown,1
120,39,74,3,20.0,Public,Rural,No,Yes,Medium,Low,21,Female,Low,Unknown,4
133,18,78,2,2.5,Public,Urban,No,No,Medium,Low,20,Female,High,Tertiary,3
237,25,97,3,13.0,Private,Rural,Yes,Yes,Medium,High,22,Female,Low,Secondary,2
158,19,85,3,11.4,Public,Rural,No,No,Medium,Low,21,Male,Medium,Primary,1
226,18,68,3,7.2,Private,Urban,Yes,Yes,Medium,Medium,15,Male,Low,Primary,1
102,13,71,1,11.5,Public,Urban,Yes,Yes,Low,Medium,21,Male,Low,Tertiary,1
124,26,90,1,9.5,Public,Urban,No,Yes,Medium,Medium,16,Female,Low,Primary,1
125,17,85,2,2.4,Public,Urban,No,Yes,High,High,16,Female,Low,Primary,1
204,15,100,3,11.6,Public,Rural,No,No,Medium,Low,20,Male,Medium,Unknown,1
191,13,100,2,15.4,Public,Rural,Yes,Yes,Medium,Medium,16,Female,High,Tertiary,1
149,13,79,2,1.0,Private,Urban,Yes,No,Medium,Low,17,Male,Medium,Tertiary,1
243,26,100,5,6.5,Public,Rural,No,No,Medium,Low,17,Female,Medium,Secondary,4
165,30,84,1,0.3,Private,Rural,Yes,Yes,Medium,High,22,Male,Medium,Tertiary,2
172,7,75,2,5.6,Public,Urban,Yes,Yes,Low,Medium,22,Male,Medium,Tertiary,1
197,19,80,4,16.5,Private,Rural,No,Yes,High,Medium,17,Female,Low,Primary,2
175,21,63,2,6.7,Public,Urban,Yes,Yes,Low,Medium,22,Male,High,Secondary,1
189,4,100,2,14.9,Public,Urban,Yes,Yes,Medium,High,21,Male,Medium,Tertiary,1
227,16,100,4,9.4,Public,Urban,Yes,No,Low,Low,19,Male,High,Secondary,1
161,12,74,2,10.5,Public,Rural,Yes,Yes,Low,Low,17,Female,High,Tertiary,1
134,9,80,2,18.7,Public,Rural,No,Yes,Medium,High,22,Male,Low,Primary,1
240,27,89,3,13.4,Public,Urban,Yes,Yes,High,Low,19,Male,Medium,Secondary,3
181,19,76,2,0.0,Public,Rural,No,No,Medium,High,18,Female,Medium,Secondary,1
156,13,67,1,9.0,Public,Rural,Yes,No,Low,Medium,21,Female,Medium,Secondary,3
121,19,79,2,11.5,Public,Urban,No,Yes,Medium,High,18,Female,High,Tertiary,1
110,30,77,1,1.4,Public,Urban,Yes,Yes,Low,Low,17,Female,High,Tertiary,2
190,36,82,3,11.8,Private,Urban,No,Yes,Medium,High,18,Female,Low,Primary,3
183,3,87,3,10.4,Private,Rural,Yes,No,Low,Low,18,Female,Low,Primary,1
133,21,95,3,5.4,Public,Urban,No,No,Medium,Low,21,Female,Low,Secondary,1
139,15,79,3,12.4,Public,Rural,No,Yes,Low,Low,15,Female,Medium,Primary,2
346,35,97,3,11.9,Public,Urban,Yes,Yes,Low,Low,17,Male,Medium,Secondary,4
208,19,93,3,20.0,Public,Rural,Yes,Yes,High,High,21,Male,Medium,Secondary,2
100,14,85,2,15.6,Public,Urban,No,Yes,High,Medium,17,Male,Medium,Primary,1
186,22,79,3,14.7,Public,Rural,No,Yes,Low,Medium,16,Male,Medium,Tertiary,1
202,17,87,2,8.9,Public,Rural,Yes,Yes,Low,Low,16,Female,Medium,Tertiary,1
124,7,86,1,13.6,Public,Rural,No,Yes,Medium,Medium,18,Female,Low,Primary,2
214,19,76,3,0.0,Public,Rural,Yes,No,Medium,Low,16,Male,Medium,Unknown,1
234,27,100,1,14.7,Public,Rural,No,Yes,High,Low,15,Male,Low,Unknown,1
152,23,96,2,3.1,Private,Rural,Yes,No,Low,Medium,17,Male,Medium,Primary,3
113,22,74,1,9.5,Private,Urban,Yes,Yes,Low,Medium,15,Female,Medium,Primary,1
116,10,82,1,6.5,Private,Rural,No,Yes,Low,Medium,17,Female,Low,Secondary,1
198,24,92,2,5.9,Public,Urban,Yes,No,Medium,Medium,19,Female,Low,Primary,2
214,32,82,4,20.0,Public,Rural,Yes,Yes,High,Medium,20,Male,High,Secondary,3
232,35,92,4,9.4,Public,Urban,Yes,No,High,Low,17,Male,High,Tertiary,3
190,20,87,2,11.2,Public,Urban,No,Yes,High,High,20,Female,High,Tertiary,2
190,19,71,3,15.6,Public,Urban,No,No,Low,High,20,Female,Medium,Unknown,1
145,19,87,3,7.9,Private,Rural,Yes,Yes,Medium,Medium,21,Male,Low,Primary,1
199,11,75,2,0.9,Private,Urban,No,Yes,High,Low,15,Male,Low,Unknown,1
161,17,92,1,20.0,Private,Rural,Yes,No,High,Medium,18,Female,Low,Primary,1
129,23,75,2,13.2,Public,Rural,Yes,No,Low,Low,16,Female,Low,Unknown,3
183,26,83,2,16.3,Public,Urban,Yes,No,Medium,High,16,Female,Low,Secondary,2
289,27,100,2,8.4,Private,Rural,Yes,No,Medium,Medium,21,Female,High,Tertiary,2
125,17,86,3,12.2,Private,Rural,No,No,Medium,Low,21,Female,Low,Primary,3
121,8,71,2,13.7,Public,Rural,Yes,No,Low,High,15,Female,Medium,Unknown,1
182,27,75,3,6.4,Public,Rural,Yes,No,Medium,Medium,16,Female,Low,Tertiary,1
102,13,74,2,2.4,Public,Rural,No,Yes,Medium,Medium,18,Female,Low,Primary,1
172,17,88,3,0.0,Public,Urban,Yes,Yes,Low,Medium,16,Female,Low,Primary,1
144,14,86,2,14.1,Public,Rural,Yes,Yes,Medium,Low,19,Male,High,Tertiary,2
162,18,76,3,19.4,Private,Urban,Yes,No,Medium,Low,22,Female,Low,Primary,1
118,11,70,2,7.7,Public,Urban,Yes,Yes,Medium,Medium,17,Female,Medium,Primary,1
113,20,83,2,2.4,Public,Urban,No,Yes,Medium,Medium,21,Male,Low,Unknown,3
235,21,86,4,5.2,Public,Urban,No,Yes,Medium,Low,21,Female,Low,Unknown,1
229,39,100,1,1.2,Public,Urban,Yes,No,Medium,Low,19,Female,Low,Unknown,4
282,40,91,4,10.0,Public,Urban,Yes,Yes,Medium,High,17,Male,Medium,Tertiary,4
188,13,100,2,13.0,Public,Rural,Yes,Yes,Low,High,22,Female,Low,Unknown,1
152,18,72,2,9.6,Public,Urban,Yes,Yes,Low,High,21,Female,Low,Tertiary,1
158,12,68,3,11.8,Private,Urban,No,Yes,Low,Medium,19,Female,Low,Unknown,1
140,14,72,1,7.0,Public,Urban,Yes,Yes,Medium,High,16,Male,Low,Secondary,1
203,40,97,2,4.7,Public,Rural,No,Yes,High,Low,16,Female,Medium,Primary,4
101,11,96,1,5.4,Private,Rural,No,Yes,Low,Low,18,Female,Low,Primary,1
185,24,78,2,7.3,Private,Urban,No,No,High,Low,19,Female,Low,Primary,3
154,23,79,2,8.9,Public,Urban,No,Yes,Medium,High,21,Female,Low,Unknown,2
161,9,72,4,6.1,Private,Urban,No,No,Low,High,17,Female,Low,Secondary,1
129,8,64,4,20.0,Public,Urban,No,Yes,Low,Low,20,Female,High,Tertiary,1
110,3,87,1,9.6,Public,Urban,No,No,Medium,Medium,17,Male,Medium,Primary,1
149,9,85,3,10.0,Public,Rural,No,No,Medium,Low,16,Male,High,Tertiary,1
120,0,81,3,9.5,Public,Urban,Yes,Yes,Low,Medium,16,Male,Low,Primary,1
219,28,74,3,9.9,Public,Rural,No,Yes,Medium,Medium,21,Female,Low,Secondary,3
243,40,100,2,7.0,Public,Urban,Yes,Yes,High,High,16,Male,High,Tertiary,3
208,24,82,2,12.6,Public,Rural,No,Yes,Low,Low,20,Female,Medium,Tertiary,1
167,6,89,2,4.3,Public,Rural,Yes,Yes,High,Medium,19,Male,Low,Unknown,1
197,16,72,2,7.3,Public,Rural,No,Yes,Low,Medium,17,Male,Low,Unknown,1
164,15,82,1,9.3,Private,Urban,No,Yes,Medium,Low,19,Male,Low,Secondary,1
272,18,93,3,12.5,Public,Urban,Yes,Yes,Medium,Medium,21,Female,High,Tertiary,1
175,27,87,1,5.8,Public,Rural,Yes,No,Medium,Medium,17,Female,Low,Unknown,1
145,25,84,2,9.2,Private,Urban,No,Yes,Low,Low,17,Male,Medium,Primary,3
118,4,85,1,14.5,Public,Urban,No,Yes,Low,Medium,21,Male,Low,Secondary,1
192,28,75,3,10.1,Public,Urban,Yes,No,Medium,Medium,22,Male,Low,Primary,3
220,37,89,2,6.3,Public,Urban,No,No,Low,Low,18,Female,High,Tertiary,4
119,32,82,2,7.8,Public,Rural,No,Yes,Medium,Medium,16,Male,High,Tertiary,4
150,40,85,3,7.8,Public,Rural,Yes,No,High,Medium,19,Female,Low,Unknown,3
206,14,87,4,9.2,Private,Rural,Yes,No,High,Low,19,Male,Low,Primary,1
203,40,74,1,4.4,Public,Urban,No,Yes,Low,Medium,16,Female,Medium,Tertiary,3
144,14,70,2,4.0,Public,Rural,Yes,No,Medium,High,19,Female,Medium,Secondary,1
165,13,63,2,6.3,Public,Urban,Yes,Yes,Medium,High,18,Male,Low,Unknown,1
226,27,95,3,12.4,Public,Rural,No,No,Low,Low,19,Female,Medium,Tertiary,3
100,8,88,1,16.2,Public,Rural,Yes,No,Low,Medium,21,Female,High,Tertiary,1
237,28,96,2,12.1,Private,Urban,Yes,Yes,Low,High,21,Male,Medium,Primary,3
224,12,90,3,0.0,Public,Urban,Yes,Yes,Medium,Medium,21,Female,High,Secondary,1
360,33,76,4,6.5,Private,Rural,Yes,Yes,High,Medium,17,Male,High,Tertiary,4
189,32,75,3,0.0,Public,Urban,No,Yes,High,Low,16,Male,Medium,Primary,5
182,20,86,3,10.5,Public,Urban,Yes,Yes,Medium,Low,16,Male,Medium,Secondary,1
200,23,87,3,11.0,Private,Urban,Yes,No,Medium,Medium,22,Female,Low,Unknown,1
198,26,84,3,10.1,Private,Rural,No,Yes,High,Low,18,Male,Low,Primary,2
234,35,92,3,9.8,Public,Rural,Yes,Yes,Medium,Medium,22,Male,Low,Primary,3
183,5,85,3,13.8,Public,Urban,Yes,Yes,Medium,Low,20,Male,Low,Secondary,1
212,28,88,1,15.5,Private,Urban,Yes,Yes,High,Low,19,Female,Medium,Secondary,3
148,15,77,4,7.7,Public,Urban,Yes,Yes,Low,Medium,17,Male,High,Tertiary,1
257,28,99,1,3.7,Private,Urban,Yes,Yes,Low,High,15,Male,High,Tertiary,3
282,38,87,2,0.0,Private,Urban,No,Yes,High,Low,17,Male,Medium,Tertiary,1
184,10,72,2,12.1,Public,Rural,Yes,No,High,Medium,22,Female,Low,Secondary,1
163,9,76,3,11.9,Public,Rural,No,No,Low,Low,17,Male,Low,Unknown,1
153,0,80,1,14.2,Public,Rural,No,Yes,Medium,Low,19,Male,High,Tertiary,1
108,9,90,2,4.9,Public,Urban,Yes,No,Low,High,15,Female,Medium,Secondary,1
148,29,82,3,6.1,Public,Urban,Yes,Yes,Medium,Medium,18,Male,Medium,Tertiary,2
187,20,83,4,14.3,Public,Urban,Yes,Yes,Low,Low,22,Female,Low,Unknown,2
158,6,71,2,14.8,Public,Urban,Yes,Yes,High,Medium,19,Female,Medium,Tertiary,1
140,12,90,2,5.5,Public,Urban,No,Yes,High,Low,22,Male,Medium,Primary,1
260,13,83,2,7.1,Public,Rural,No,No,Medium,High,16,Female,Medium,Secondary,3
260,17,89,3,5.2,Private,Rural,Yes,Yes,High,Low,22,Male,High,Tertiary,1
245,29,100,2,13.7,Private,Urban,Yes,No,High,High,15,Female,Low,Unknown,1
239,14,93,2,18.9,Public,Urban,No,Yes,Medium,Low,16,Male,High,Secondary,1
175,30,69,3,14.4,Public,Urban,No,No,High,Medium,15,Male,Medium,Secondary,1
160,18,67,3,6.6,Public,Rural,No,Yes,High,High,16,Male,Medium,Primary,1
111,15,80,3,0.0,Public,Urban,Yes,Yes,Low,Low,22,Female,Low,Primary,1
132,14,70,2,12.6,Private,Urban,Yes,Yes,Low,Low,22,Male,Low,Unknown,1
191,28,92,3,0.0,Public,Rural,No,No,Low,Medium,19,Male,Medium,Unknown,2
107,21,80,3,6.5,Public,Urban,No,No,Medium,Low,20,Female,Low,Unknown,2
145,20,84,1,17.4,Public,Rural,No,Yes,Low,Medium,15,Male,Low,Unknown,1
244,31,82,2,8.1,Private,Urban,No,Yes,Low,Medium,21,Female,Medium,Secondary,3
148,15,99,2,5.8,Private,Urban,No,Yes,High,Low,18,Male,Low,Unknown,1
181,25,100,3,20.0,Private,Rural,No,Yes,Medium,Medium,19,Male,Low,Secondary,3
203,19,83,2,6.4,Public,Urban,Yes,Yes,High,Low,15,Male,Low,Unknown,1
135,16,85,3,4.4,Public,Rural,No,No,High,High,21,Female,Medium,Secondary,1
118,12,82,4,8.6,Public,Rural,Yes,No,Low,Low,21,Female,Low,Unknown,1
139,13,80,2,10.7,Private,Urban,No,Yes,Medium,Medium,16,Male,Medium,Tertiary,1
196,15,78,3,10.6,Private,Urban,Yes,No,Low,Low,17,Male,Low,Unknown,2
114,19,70,3,11.8,Public,Rural,Yes,Yes,Medium,Medium,20,Female,Low,Unknown,2
101,25,69,1,16.8,Public,Rural,No,Yes,Low,Low,15,Female,Low,Unknown,3
173,30,88,3,13.5,Public,Urban,No,No,Low,Low,21,Female,Low,Unknown,2
174,8,79,3,12.1,Public,Rural,No,No,Low,Low,20,Male,Low,Secondary,1
113,26,56,1,10.1,Public,Rural,No,Yes,Medium,Medium,19,Male,Medium,Primary,2
172,17,88,1,12.9,Private,Rural,No,Yes,High,Medium,16,Female,High,Primary,1
127,21,81,2,14.9,Public,Urban,Yes,Yes,Low,Low,19,Male,High,Primary,2
205,14,99,3,5.8,Public,Urban,Yes,Yes,Medium,High,16,Female,High,Tertiary,1
201,23,90,2,7.8,Private,Rural,No,Yes,Medium,Low,22,Female,Low,Primary,1
102,16,66,4,13.5,Public,Urban,Yes,No,Medium,Medium,19,Female,Medium,Secondary,1
139,3,61,2,7.8,Public,Rural,No,No,High,Medium,15,Female,Low,Primary,1
140,22,75,1,12.7,Public,Urban,No,Yes,Low,Low,20,Female,Low,Tertiary,4
134,28,76,2,10.1,Public,Rural,Yes,Yes,Low,Low,15,Female,Low,Secondary,2
154,16,92,3,5.2,Public,Rural,No,Yes,Low,Medium,20,Female,Low,Primary,1
189,33,85,3,12.9,Public,Urban,Yes,Yes,Medium,Low,15,Male,High,Secondary,3
161,17,94,3,16.1,Public,Rural,Yes,Yes,Low,High,21,Male,Medium,Primary,2
194,29,73,2,10.5,Public,Rural,Yes,Yes,Low,High,21,Male,Medium,Primary,2
123,0,90,4,17.5,Public,Urban,No,No,Medium,Low,16,Male,Low,Unknown,1
127,38,88,3,11.9,Public,Urban,Yes,Yes,Low,Low,18,Female,Low,Primary,3
117,28,62,3,12.0,Public,Rural,No,Yes,Low,Low,21,Female,Low,Unknown,4
144,15,95,3,20.0,Private,Urban,Yes,Yes,High,Medium,21,Male,High,Secondary,2
237,7,89,4,6.6,Public,Urban,Yes,Yes,Medium,Medium,19,Male,Low,Unknown,1
159,21,87,2,11.1,Public,Urban,No,No,Medium,High,22,Female,Low,Secondary,1
231,11,80,2,3.3,Public,Urban,Yes,Yes,Medium,High,22,Female,Medium,Secondary,1
127,20,93,3,9.4,Public,Urban,No,Yes,Medium,High,18,Female,Medium,Tertiary,1
140,20,71,4,6.6,Public,Urban,No,No,Medium,Low,18,Male,High,Tertiary,2
174,11,92,1,3.9,Public,Rural,No,Yes,High,Low,22,Male,Medium,Secondary,1
156,28,91,3,10.9,Private,Rural,No,Yes,Medium,Medium,18,Male,Low,Unknown,2
282,36,82,3,8.8,Private,Urban,Yes,Yes,High,Medium,17,Female,Medium,Unknown,3
133,25,100,2,18.5,Public,Rural,No,Yes,Low,Medium,20,Female,Low,Unknown,2
236,25,90,3,3.0,Public,Rural,Yes,Yes,Low,High,20,Female,Low,Unknown,3
136,4,88,3,11.1,Public,Rural,Yes,No,Medium,Medium,22,Female,Low,Unknown,1
164,28,69,3,15.2,Public,Rural,Yes,Yes,Low,Low,19,Female,Medium,Secondary,4
118,12,100,2,6.8,Public,Rural,No,Yes,High,Low,17,Male,Low,Primary,2
267,15,79,4,20.0,Public,Rural,Yes,Yes,Medium,High,19,Female,High,Tertiary,1
142,29,92,2,12.5,Private,Rural,Yes,No,Medium,Medium,17,Female,Medium,Secondary,2
190,40,76,3,5.2,Private,Urban,Yes,Yes,High,Medium,21,Female,Medium,Unknown,1
148,17,77,4,12.5,Public,Urban,No,Yes,Medium,Low,21,Male,Low,Unknown,1
204,40,94,1,13.3,Public,Rural,Yes,Yes,Medium,High,19,Female,Low,Unknown,3
147,18,92,3,12.4,Public,Urban,Yes,Yes,Medium,Medium,15,Male,High,Tertiary,1
211,19,75,1,19.9,Public,Urban,Yes,Yes,Medium,Low,18,Female,Medium,Primary,2
130,10,92,3,6.8,Private,Urban,Yes,Yes,High,Low,21,Male,Low,Primary,1
149,32,93,2,10.9,Public,Urban,No,Yes,High,Medium,20,Female,Low,Primary,1
187,14,76,1,11.2,Public,Rural,No,No,Low,Medium,21,Female,Medium,Tertiary,1
174,26,99,3,11.4,Private,Rural,Yes,Yes,High,Medium,16,Male,Medium,Secondary,1
225,19,74,3,9.4,Public,Urban,No,Yes,High,High,22,Female,Low,Unknown,1
292,25,86,2,5.4,Public,Rural,No,Yes,Medium,Low,18,Male,Medium,Tertiary,2
150,27,87,1,10.5,Public,Rural,No,Yes,Medium,Medium,22,Male,Low,Unknown,3
264,24,82,3,16.0,Public,Urban,Yes,Yes,High,Low,21,Female,High,Tertiary,3
141,13,85,1,7.4,Public,Rural,Yes,Yes,Low,Low,21,Male,Low,Secondary,2
136,27,84,1,7.8,Public,Urban,No,Yes,Low,Medium,20,Female,Medium,Secondary,1
134,31,80,2,9.4,Public,Urban,No,Yes,Medium,Low,20,Female,Low,Primary,2
167,25,92,2,4.6,Public,Urban,No,Yes,Medium,Low,19,Male,Medium,Primary,2
172,13,82,3,9.9,Public,Rural,Yes,No,Low,Medium,16,Female,High,Tertiary,2
176,15,87,4,4.3,Private,Urban,Yes,Yes,Medium,High,18,Male,Medium,Tertiary,1
116,15,92,2,3.4,Public,Rural,No,No,Low,Medium,21,Male,Medium,Secondary,1
121,18,88,2,7.6,Public,Rural,Yes,Yes,High,Low,19,Female,Low,Tertiary,3
136,7,89,4,14.2,Private,Urban,No,No,Medium,Low,21,Female,High,Secondary,1
112,21,70,1,11.3,Private,Rural,Yes,No,Medium,Low,22,Male,Low,Unknown,3
185,21,90,4,3.5,Private,Urban,Yes,Yes,Low,Low,22,Female,Medium,Tertiary,2
222,8,79,4,17.1,Public,Urban,Yes,No,High,Low,18,Male,Low,Primary,1
141,8,70,3,12.3,Public,Rural,No,Yes,High,Low,19,Female,Low,Secondary,1
150,13,82,4,12.0,Public,Urban,Yes,Yes,Medium,Medium,17,Female,Low,Unknown,2
220,23,79,3,13.9,Private,Urban,No,Yes,Medium,Medium,20,Female,Medium,Secondary,1
120,32,88,2,6.1,Public,Rural,Yes,Yes,Medium,Medium,21,Male,Low,Unknown,2
167,21,92,3,8.1,Public,Urban,No,No,Low,High,17,Female,Low,Primary,1
191,13,67,4,13.4,Public,Urban,Yes,Yes,Low,Low,15,Male,Medium,Secondary,2
198,24,78,4,6.6,Public,Urban,Yes,Yes,Medium,High,16,Female,Medium,Secondary,3
233,21,74,3,10.2,Public,Urban,Yes,Yes,Low,Medium,20,Male,Medium,Secondary,1
150,21,78,2,14.8,Private,Urban,Yes,Yes,Low,Low,21,Female,Low,Unknown,1
198,27,90,3,13.4,Public,Urban,Yes,Yes,Medium,High,22,Male,Medium,Secondary,2
185,31,83,3,7.6,Public,Urban,No,No,Medium,Medium,17,Male,High,Tertiary,2
118,15,75,3,5.8,Private,Rural,Yes,Yes,High,Low,19,Male,Low,Primary,2
220,38,99,2,12.0,Public,Rural,Yes,Yes,Low,Low,18,Female,Low,Primary,5
204,30,64,3,6.9,Public,Urban,Yes,Yes,High,Low,15,Male,High,Tertiary,2
135,10,94,1,2.3,Public,Rural,Yes,No,Low,High,22,Male,Low,Unknown,2
163,39,78,3,16.5,Public,Urban,Yes,Yes,Medium,Low,18,Female,Low,Primary,2
197,24,85,2,7.9,Public,Urban,Yes,Yes,Low,High,18,Female,Low,Primary,3
144,10,77,3,6.1,Public,Rural,Yes,Yes,Medium,Low,16,Male,Low,Primary,2
120,30,96,1,11.1,Private,Urban,No,Yes,High,Low,18,Male,Medium,Secondary,1
191,40,74,4,3.5,Private,Rural,Yes,Yes,Medium,Low,16,Male,Low,Primary,2
219,23,87,3,0.0,Public,Urban,No,No,Low,Medium,19,Female,Medium,Tertiary,2
111,10,85,1,8.9,Public,Rural,No,Yes,Low,Low,18,Female,Low,Primary,2
118,13,66,3,11.8,Public,Rural,No,Yes,Low,Medium,18,Male,Medium,Primary,1
151,24,74,2,5.2,Public,Urban,No,Yes,Low,Low,18,Male,High,Primary,3
154,29,82,3,5.9,Public,Urban,No,Yes,High,High,19,Male,Medium,Tertiary,3
174,25,76,2,20.0,Public,Rural,No,No,Medium,High,17,Male,Low,Unknown,1
223,25,80,1,9.5,Public,Urban,No,Yes,Medium,Low,17,Female,Medium,Secondary,2
126,29,78,1,12.5,Public,Rural,Yes,Yes,Low,Medium,19,Female,Low,Unknown,3
180,17,91,2,7.9,Public,Rural,No,Yes,Low,High,15,Female,Low,Secondary,1
177,29,81,4,10.9,Private,Urban,No,No,High,Medium,15,Male,High,Tertiary,2
191,18,96,3,10.2,Private,Rural,No,Yes,Low,Medium,21,Female,Medium,Secondary,2
103,18,70,4,15.2,Public,Urban,No,No,Low,Low,16,Male,Medium,Primary,1
134,15,70,4,6.7,Public,Urban,Yes,Yes,Medium,Medium,19,Male,Low,Unknown,1
208,22,100,2,1.2,Private,Urban,Yes,No,Low,Low,21,Male,Medium,Secondary,1
244,22,82,3,13.6,Public,Urban,Yes,Yes,Medium,Medium,20,Male,High,Secondary,2
196,34,73,2,16.9,Public,Rural,No,Yes,Medium,Low,22,Male,Medium,Primary,2
118,8,64,2,10.5,Public,Rural,No,Yes,High,Low,22,Female,Low,Unknown,1
166,12,94,1,10.2,Public,Urban,No,Yes,Medium,Low,15,Male,Low,Unknown,1
112,34,77,2,4.7,Public,Urban,Yes,Yes,High,Low,16,Female,High,Unknown,4
160,27,81,1,16.4,Public,Urban,Yes,No,Medium,Low,21,Male,Medium,Primary,3
179,0,83,2,12.7,Public,Urban,Yes,Yes,Low,Low,22,Female,High,Tertiary,1
121,10,91,4,20.0,Public,Urban,No,No,Low,Low,18,Female,Low,Primary,1
142,0,81,2,3.3,Public,Urban,No,No,High,Medium,21,Male,High,Secondary,1
109,6,100,2,9.4,Public,Urban,No,Yes,Low,High,22,Male,Medium,Secondary,1
220,0,88,4,11.9,Public,Urban,Yes,No,Medium,Medium,18,Female,Low,Unknown,1
165,18,94,3,16.8,Public,Urban,No,No,High,Low,15,Male,Medium,Primary,1
134,6,89,3,16.7,Public,Rural,Yes,Yes,Low,Low,20,Male,Medium,Secondary,1
229,25,87,2,7.3,Public,Urban,Yes,Yes,Medium,High,16,Male,High,Tertiary,3
268,13,85,3,14.6,Public,Rural,Yes,Yes,High,Medium,16,Female,Low,Primary,1
225,25,91,2,8.9,Public,Urban,No,Yes,High,Low,20,Female,Medium,Primary,3
170,15,89,3,0.0,Public,Urban,No,Yes,Low,Medium,17,Female,Medium,Unknown,2
366,40,91,2,9.7,Private,Urban,Yes,No,High,Medium,20,Male,Medium,Secondary,3
124,28,83,3,15.4,Public,Urban,Yes,Yes,Low,Low,15,Female,Low,Tertiary,2
114,22,92,1,8.7,Public,Rural,Yes,No,Medium,Low,17,Female,Low,Primary,2
239,22,100,4,15.6,Private,Rural,No,Yes,Medium,Low,19,Male,Medium,Secondary,2
159,36,91,2,1.4,Public,Rural,Yes,Yes,High,Medium,22,Male,Medium,Secondary,4
100,0,97,1,3.6,Private,Rural,Yes,Yes,Low,Medium,16,Female,Low,Tertiary,1
165,6,78,3,10.9,Public,Urban,Yes,Yes,High,Medium,20,Female,Medium,Secondary,1
222,23,94,4,14.1,Public,Rural,No,Yes,High,Medium,17,Male,Medium,Primary,2
145,38,95,2,12.5,Public,Urban,No,Yes,Medium,Medium,16,Male,Medium,Secondary,4
203,20,78,3,11.2,Private,Rural,No,Yes,Medium,Medium,19,Male,High,Tertiary,1
174,18,80,1,8.0,Public,Urban,Yes,Yes,Low,Medium,17,Female,Medium,Secondary,1
102,1,96,1,5.4,Public,Rural,No,No,Medium,Low,20,Male,Medium,Secondary,1
176,28,75,4,15.3,Private,Urban,No,Yes,High,Medium,19,Female,Low,Unknown,2
133,25,69,2,5.3,Public,Rural,No,No,Low,High,22,Female,Medium,Secondary,3
268,35,100,1,5.8,Public,Rural,Yes,Yes,High,Medium,16,Female,Medium,Secondary,4
115,9,92,1,13.2,Public,Urban,Yes,No,Medium,Low,16,Male,Medium,Tertiary,1
116,8,85,1,16.2,Public,Urban,Yes,Yes,High,Low,20,Female,Low,Unknown,1
115,3,80,2,10.0,Private,Urban,Yes,Yes,Low,High,18,Female,Low,Unknown,1
165,20,80,2,15.5,Public,Urban,Yes,No,Medium,High,16,Female,High,Secondary,1
